ID,Título,Autores,Año,Revista / fuente,DOI,URL,Base,Perfil,Abstract,PDF status,Ruta / archivo PDF,PDF Identity Gate,Lectura full-text,Aporte al artículo original,Dimensión del visor,Tipo de aporte,Diseño / método,Unidad / caso,Hallazgos clave,Limitaciones,Calidad / appraisal,Citas / páginas,Decisión post-fulltext,Razón post-fulltext,Prioridad
R000252,"Da democracia representativa à democracia participativa: a auto-convocação popular, um mecanismo de aperfeiçoamento da representação política","Carvalho, Kátia de",2012,,,https://core.ac.uk/download/30376264.pdf,core,module_C_es,"Dissertação (mestrado) - Universidade Federal de Santa Catarina, Centro de Ciências Jurídicas, Programa de Pós-Graduação em Direito, Florianópolis, 2011Desde os primórdios da instituição do Grande Conselho na Inglaterra medieval e das conquistas da Revolução Francesa, o direito de voto tem sido considerado a participação política por excelência. Ao longo dois últimos trezentos anos, os representantes do povo têm sido eleitos por meio do voto para desempenhar funções legislativas, administrativas ou jurisdicionais. Agora, no início do século XXI, em que vivemos a chamada crise das democracias, decorrente de um processo simbiótico entre o neoliberalismo e a globalização, urge a necessidade de se rediscutir mais profundamente os mecanismos democráticos. Nesse momento, deflagra-se novamente a discussão sobre a necessidade e viabilidade de o povo participar ativamente das decisões de governo.  A representação política, pelo exercício do voto, até então considerada como a única forma de participação suficiente para a concretização do ideal democrático é agora questionada. A percepção crescente é de que a participação indireta, através do voto, não se reveste de instrumentabilidade bastante para garantir o efetivo exercício da democracia. Diante desse quadro, exsurge a necessidade de se pensar em novas alternativas que restaurem a dignidade e efetividade do princípio representativo e restabeleça a plenitude democrática. A alternativa que desponta como uma nova ordem política é a democracia participativa. Identificam-se duas correntes doutrinárias sobre o tema. A primeira acredita que ampliação da democracia participativa possa ensejar uma progressiva substituição da democracia representativa. Já a segunda linha de pensamento, ao revés, opõe-se a idéia de total superação e expressa o entendimento de que seria possível a existência simultânea dos dois modelos e mais, que seria possível conciliá-los de forma a aperfeiçoar o sistema representativo atualmente em crise.  A par de todas as distinções semânticas e conceituais, constata-se um ponto convergente entre os doutrinadores, o da grande dificuldade, senão total impossibilidade, da implantação da democracia direta nas atuais sociedades modernas.  Vislumbra-se assim um novo modelo de democracia lastreado nos princípios representativo e participativo com a reestruturação do espaço público, no qual possam coexistir a ordem institucional já estabelecida e a participação direta da sociedade civil. Assim, o presente trabalho tem como objetivo geral verificar se a ampliação e aperfeiçoamento dos mecanismos de participação direta do cidadão no processo legislativo, como forma de saneamento, implicaria na superação ou aperfeiçoamento da democracia representativa contemporânea brasileira. Desta feita, partindo da hipótese de que a ampliação da democracia participativa não teria o condão de extinguir a democracia representativa, ao revés, como corolário de uma visão sistêmica, poder-se-ia construir uma relação autopoiética entre os dois modelos democráticos, de forma que cada um poderia se auto-regular e ao mesmo tempo servir de substrato para a regulação da outro, o presente trabalho intenta saber em que medida poder-se-ia ampliar os instrumentos de participação popular de forma a dinamizar e emprestar maior legitimidade a representação política.  O método de abordagem utilizado foi o raciocínio dedutivo, partindo-se de uma abordagem histórica, baseada em textos doutrinários, para posteriormente investigar as normas vigentes em outros sistemas jurídicos e as proposições legislativas atualmente em tramitação no Congresso Nacional. O método de procedimento foi o monográfico e a técnica de pesquisa empregada foi a pesquisa bibliográfica. A presente pesquisa é estruturada em três capítulos.  O primeiro capítulo versa sobre a representação política. São descritos os aspectos históricos, sua gênese na Inglaterra do séc. XI e seu desenvolvimento, no séc. XVIII, com o processo de independência das colônias norte-americanas e com a eclosão da Revolução Francesa.   A seguir passa-se a descrever as discussões sobre a natureza da representação. Discutem-se as três teorias sobre o tema, quais sejam: uma que vincula a representação à idéia de autoridade; outra que a entende como uma relação de confiança; e a última, que a concebe como o reflexo da realidade social.  Considerando que o instrumento de concretização da democracia representativa é o mandato eletivo, passam-se a descrever os três modelos distintos de mandato, quais sejam, o imperativo, o representativo e o partidário.  O segundo capítulo cuida da democracia participativa. Inicialmente, são abordadas questões de natureza conceitual relativas ao próprio termo democracia e as divergências semânticas sobre a expressão democracia participativa. A seguir examina-se a chamada Teoria Ampla da democracia, que por sua vez, subdivide-se em duas correntes: uma, encabeçada por Habermas, que entende que a participação popular consiste no debate de idéias e que por meio delas consegue influenciar na tomada de decisões, estas atribuídas exclusivamente aos representantes eleitos (Democracia Deliberativa); e outra, que entende que o eleitorado é co-participe do processo decisório (Democracia Participativa).  Nessa perspectiva, são relatadas as experiências brasileiras de consultas populares nacionais e o importante passo dado pela Constituição Federal de 1988, que em seu art. 14, incisos I a III, instituiu o plebiscito, o referendo e a iniciativa popular. Contudo a caminhada participacionista foi retardada pela falta de regulamentação dos dispositivos constitucionais. Eis que a regulamentação da matéria ocorreu somente dez anos depois, com a edição da Lei nº 9.709, de 18 de novembro de 1998, que intentou disciplinar a execução do plebiscito, referendo e iniciativa legislativa. O terceiro capítulo trata de como os instrumentos de participação popular podem contribuir para o aperfeiçoamento da democracia. Para tanto, o capítulo inicia uma análise dos dispositivos constitucionais e infraconstitucionais, identificando as principais dificuldades criadas pela própria Constituição e pela lei que tem obstaculizado a ampla utilização dos instrumentos participativos, de sorte a torná-los meramente decorativos ou, quando muito, instrumentos a serviço das elites e não exatamente do povo.  A par disso, infere-se que o efetivo exercício da democracia participativa não depende somente da criação normativa e propagandista de novos instrumentos de participação, é necessário, que haja condições subjetivas e objetivas, isto é, que o cidadão queira participar e que haja efetivamente mecanismos que lhe permitam participar.  Vislumbra-se que a junção de tais condições está sendo grandemente favorecida com o surgimento de um novo fator, que vem se mostrando determinante para o fortalecimento dos princípios democráticos em todo o mundo, qual seja: o uso de novas tecnologias, notadamente a utilização da Internet. Contudo, da mesma forma como ocorre em outros países, no Brasil, o acesso às novas tecnologias não bastam por si só para que a participação popular se torne efetiva, é necessário a existência de condições objetivas, isto é, a criação de novos procedimentos visando o exercício dos instrumentos participativos já instituídos constitucionalmente.  Ante a pouca utilização dos instrumentos participativos constitucionais, cumpre buscar experiências exitosas em outros sistemas jurídicos. Nesse ponto, o presente trabalho dá especial destaque ao texto constitucional italiano, que como o brasileiro advém da superação de regime autoritário e têm se preocupado em ampliar e tornar efetivos os mecanismos de participação direta. Por fim, a pesquisa conclui que a ampliação e aperfeiçoamento da participação popular entre nós passam necessariamente por duas mudanças instrumentais: a redução do número de subscrições exigidas para a apresentação de projetos de lei de autoria popular e a auto-convocação popular para a realização de referendos e plebiscitos",PENDIENTE_ADJUNTAR,,PENDIENTE,,,,,,,,,,,PENDIENTE,,ALTA
R000271,Métodos de prospectiva estratégica y participación local en el análisis de estudios de futuro en áreas naturales protegidas,"de los Ángeles La Torre-Cuadros, M.; Fernando Díaz del Olmo; Alexis Nicolás Ibáñez Blancas; Ibáñez Blancas, Alexis Nicolás; Blancas, A.N.I.; María de los Ángeles La Torre-Cuadros; La Torre-Cuadros, María de los Ángeles; Díaz del Olmo, Fernando; del Olmo, F.D.",2023,"{""title"": null, ""identifiers"": []}",10.3989/estgeogr.2023131.131,https://core.ac.uk/download/573452480.pdf,core,module_D_es,"Los estudios de futuro consideran una serie de propuestas metodológicas y conceptuales, las cuales se aplican a diferentes campos del conocimiento. Entre estas, el empleo de herramientas de valoración para la gestión de los servicios de los ecosistemas permite recoger importantes aspectos de la percepción local sobre elementos de conservación y sobre los valores no económicos de los ecosistemas. Estos aspectos se pueden incorporar a ejercicios de construcción de escenarios de futuro a través del desarrollo de herramientas de prospectiva estratégica participativa, adaptadas a las condiciones culturales de los líderes y autoridades de las poblaciones locales. Esta investigación considera un balance de las metodologías de valoración de importancia de prospectiva estratégica y de prospectiva social, a partir de los resultados alcanzados en la Reserva Nacional Salinas y Aguada Blanca (Perú). Por otra parte, incluye las limitaciones encontradas y la comparación con herramientas complementarias sobre la construcción de escenarios. Este trabajo constituye un ejercicio crítico de cara a la capacidad de réplica de procesos similares en áreas naturales. Entre los resultados alcanzados tenemos el contraste entre impulsores de cambio y factores críticos que afectan a los servicios de los ecosistemas y formalizan las percepciones locales sobre los futuros posibles de los servicios. Se concluye que la gestión de la biodiversidad por la población local es clave para la definición de los futuros posibles de la reserva, como también el responsable de regular el uso de un servicio",PENDIENTE_ADJUNTAR,,PENDIENTE,,,,,,,,,,,PENDIENTE,,ALTA
R000273,Método para a construção e análise de cenários prospectivos em planejamento educacional baseado na gestão do conhecimento,"Thiesen, Juares da Silva",2012,,,https://core.ac.uk/download/30374115.pdf,core,module_D_pt,"Tese (doutorado) - Universidade Federal de Santa Catarina, Centro Tecnológico, Programa de Pós-graduação em Engenharia e Gestão do Conhecimento, Florianópolis, 2009A tese tem por objetivo desenvolver um método para a construção e análise de cenários prospectivos em planejamento educacional baseado na Gestão do Conhecimento. O estudo tem um caráter qualitativo, com abordagem interdisciplinar e foi desenvolvido em três etapas essenciais: a revisão de literatura, a elaboração do método e a verificação de sua consistência. Na revisão da literatura faz-se o aprofundamento das abordagens teóricas sobre estudos prospectivos considerando-se a educação como centralidade e a inserção dessa metodologia no Brasil e em Santa Catarina. O método de construção e análise de cenários para aplicação em planejamento educacional é composto por três matrizes. Uma Matriz de Referência que contém o mapeamento das metodologias de construção e análise de cenários prospectivos disponibilizados na literatura; uma Matriz Orientadora, que identifica os aspectos comuns de proposição dos autores no que se refere às etapas para a construção de cenários prospectivos e uma Matriz de Convergência que contém a estruturação final do método proposto para aplicação em planejamento educacional. A verificação dos aspectos de consistência do método é feita por intermédio da aplicação do Método Delphi a um grupo de especialistas pesquisadores na área de prospecção de cenários e um grupo de gestores que coordenam a Educação Pública em Santa Catarina.  A aplicação do Delphi revela aceitação do método em todas as suas dimensões. O trabalho de pesquisa, no seu todo, confirma três importantes pressupostos: que os estudos prospectivos possuem, nos seus fundamentos e na sua formulação, estreita relação com as práticas de Gestão do Conhecimento; que a metodologia de construção e análise de cenários prospectivos é uma ferramenta adequada para orientar a elaboração de planejamentos na área da educação e que essa metodologia, quando adotada para elaboração de planejamentos educacionais precisa ser adaptada às suas características e especificidades - daí a necessidade de formulação de um modelo. A Tese revela a importância da adoção da metodologia de construção e análise de cenários no âmbito educacional e como as práticas da Gestão do Conhecimento podem auxiliar na sua formulação.The goal of this thesis is to develop a method for constructing and analyzing prospective sceneries in educational planning based on Knowledge Management. The study is qualitative, with an interdisciplinary approach and it was developed in three main steps: literature review, method development and consistence verification. On literature review, the theoretical approaches about prospective studies are analyzed considering education as a central matter and the inclusion of this methodology in Brazil, especially in Santa Catarina. The prospective sceneries construction and analysis method to be applied on educational planning comprises three models. A Reference Model, including the outlining of methodologies for constructing and analyzing prospective sceneries available on literature; a Leading Model identifying common aspects proposed by the authors in respect of phases for constructing prospective sceneries and a Convergence Model including the final structure of the suggested method to be applied on educational planning. Consistency aspects of this method are verified by applying the Delphi Method to a group of researchers, specialists on sceneries prospection, and a group of managers that coordinate Public Education in Santa Catarina. The implementation of Delphi Method shows the acceptance of this method in all its dimensions. The research confirms three major theories: 1. Prospective studies have, in their base and formulation, close relation with Knowledge Management practices; 2. Methodology of prospective sceneries construction and analysis is a proper tool for managing the development of plans on education; and 3. This methodology, when adopted for developing educational plans, needs to be adapted to its specific characteristics - therefore, it is necessary to formulate a model. This thesis shows the relevance of adopting the methodology of sceneries construction and analysis on educational area and how Knowledge Management practices can help on its formulation",PENDIENTE_ADJUNTAR,,PENDIENTE,,,,,,,,,,,PENDIENTE,,ALTA
R000283,Métodos e Técnicas em Cenários Prospectivos,"Lapolli, Edis Mafra; Bernardes, José Francisco",2006,,,https://core.ac.uk/download/30355814.pdf,core,module_D_pt,"O presente artigo tem por objetivo contribuir para discussão dos conceitos de Métodos e Técnicas em Cenários de Aprendizagem. É um texto de sete tópicos. Inicia-se com as considerações iniciais, seguida pelo estudo de cenários prospectivos, por meio de um resumo didático dos principais métodos para a construção de cenários: Método descrito por Michel Godet, Método descrito por Peter Schwartz e o Método descrito por Michael Porter. Posteriormente, aborda conceitos fundamentais sobre estratégia organizacional, inteligência competitiva e aprendizagem organizacional. Trata-se de uma pesquisa qualitativa, apresentando-se narrativas e relatos observados em uma pesquisa bibliográfica, utilizando-se de técnica exploratória. A coleta das informações surgiu da análise de pesquisas selecionadas e contextualizando o tema cenários prospectivos, interpretando o cenário, os autores e o processo evolutivo dos acontecimentos. O artigo contribui com algumas considerações finais destacando que a estratégia de prospecção e as respectivas análises servem para identificar e priorizar produtos, parcerias e/ou consórcios estratégicos voltados ao aumento da competitividade e do desenvolvimento sustentado das organizações, além de promover a difusão do conhecimento",PENDIENTE_ADJUNTAR,,PENDIENTE,,,,,,,,,,,PENDIENTE,,ALTA
R000348,The Appeal of the Bukele Regime in Latin America: The Scope and Limits of Citizen Support,Rosen J.D.,2026,Latin American Policy,10.1111/lamp.70069,https://api.elsevier.com/content/abstract/scopus_id/105046833808,scopus,module_A_en,"ABSTRACT President Nayib Bukele has garnered domestic and international acclaim for his extreme mano dura policies to combat gangs, crime, and violence in El Salvador. While these measures have reduced homicide rates and extortion in El Salvador, they come at the cost of violating human rights and eroding democracy. Still, some politicians around the region have applauded Bukele's model and advocated implementing it in their own countries. To understand Bukele's appeal, we examine public perceptions of insecurity and mano dura in countries that have not historically employed these policies—Ecuador, Costa Rica, Chile, and Uruguay. With data collected in 32 focus groups across these countries, we examine how citizens perceive the problem of insecurity and how they evaluate the efficacy of different methods to fight crime, relying upon thematic analyses using MAXQDA. We find that while there is substantial support for Bukele and his security model, public willingness to absorb its costs varies across these four cases. In Ecuador, citizens were more willing to replicate the Bukele model despite its toll on human rights and democracy. In Uruguay, support for the Bukele model was tempered by distrust of authoritarianism, leading most participants to reject mano dura. Chile and Costa Rica lie on the middle of this spectrum as people were supportive of implementing some parts of Bukele's model (such as harsher prison sentences) but reluctant to embrace the full extent of his authoritarian measures. This article provides insight into the ways in which crime and insecurity can contribute to democratic backsliding in the region.",PENDIENTE_ADJUNTAR,,PENDIENTE,,,,,,,,,,,PENDIENTE,,ALTA
R000349,Floods and democratic attitudes: evidence from Latin America,Birch S.,2026,Climatic Change,10.1007/s10584-026-04259-5,https://api.elsevier.com/content/abstract/scopus_id/105046505257,scopus,module_A_en,"Abstract Increasing numbers of people around the globe are affected every year by the adverse consequences of storms, floods, droughts, wildfires and other natural hazards. Yet we know little about the short-term attitudinal effects of events of this type. Previous research suggests that like other shocks, extreme weather events may generate anti-democratic attitudes, which could fuel democratic backsliding as the frequency of such events increases. Using an unexpected events during survey design on flood data and surveys conducted in Latin America and the Caribbean between 2016 and 2019, I uncover no indication of such an effect. On the contrary, I find evidence that under certain circumstances, the salience shock of a flood event may even increase pro-democratic attitudes.",PENDIENTE_ADJUNTAR,,PENDIENTE,,,,,,,,,,,PENDIENTE,,ALTA
R000352,What Can Latin America Tell Us about Subnational Democratic Erosion in the United States?,Eaton K.,2026,Perspectives on Politics,10.1017/s1537592725000015,https://api.elsevier.com/content/abstract/scopus_id/105001289217,scopus,module_A_en,"This article uses the literature on subnational undemocratic regimes (SURs) and regime juxtaposition in Latin America to gain analytical leverage on the recent process of subnational democratic erosion in the United States. Based on a review of five key dimensions of federalism, we argue that the institutional landscape for the emergence and continuity of SURs is, comparatively speaking, more favorable in the US than in any of Latin America’s three federations (Argentina, Brazil, and Mexico). In addition to showing how federal structures are more detrimental for subnational democracy in the US, we assess how the two main theoretical approaches that have been developed to understand SURs in Latin America and elsewhere can be applied to the US.",PENDIENTE_ADJUNTAR,,PENDIENTE,,,,,,,,,,,PENDIENTE,,ALTA
R000353,Public acceptance of environmental restrictions beyond high-income democracies,Jud S.,2026,Environmental Research Letters,10.1088/1748-9326/ae666e,https://api.elsevier.com/content/abstract/scopus_id/105040031341,scopus,module_A_en,"Abstract Environmental policies that effectively address pollution and climate change often come with restrictions on individual behavior and economic activity. Understanding public acceptance of such policies is therefore critical for environmental governance, particularly in political contexts beyond high-income democracies which dominate existing research. This study examines how citizens in less democratic political systems evaluate restrictive environmental policies and which policy attributes shape their support. We conducted a large-scale conjoint experiment with 17 793 respondents across 12 countries in Africa, Asia, the Middle East, and Latin America where respondents were tasked to evaluate environmental policy proposals that differ in effectiveness, restrictiveness, individual and societal costs, and opportunities for citizen participation. The results show that acceptance of restrictive environmental policies is structured by a multidimensional evaluative logic. Across countries, citizens weigh policy effectiveness alongside personal and societal costs and procedural inclusion when forming policy preferences. Policies perceived as more effective, less economically burdensome, especially at the household level, and more inclusive receive higher levels of support, are viewed as fairer, and elicit greater willingness to comply. These findings contribute new evidence to debates on environmental governance and political legitimacy in less democratic regimes.",PENDIENTE_ADJUNTAR,,PENDIENTE,,,,,,,,,,,PENDIENTE,,ALTA
R000358,Why resistance fails: unpopular legislative autocratization and opposition weakness in Peru,Coronel O.,2026,Democratization,10.1080/13510347.2026.2650393,https://api.elsevier.com/content/abstract/scopus_id/105035774449,scopus,module_A_en,"Why has resistance to autocratization failed in Peru despite widespread opposition and the ruling coalition’s internal weaknesses? Existing research on resistance to autocratization often focuses on cases of successful democratic pushback, overlooking instances where resistance collapses despite seemingly favourable conditions or how it varies across different autocratization paths, particularly the combined minoritarian-continuist and legislative-led types. This article examines Peru’s case, where democratic erosion has been driven not by a popular, anti-elitist executive leader but by a deeply unpopular, status quo-oriented congressional coalition. I argue resistance faltered due to the combination of three factors: (1) legislative institutional capture, severely weakening institutional checks; (2) weakness and divisions of both political and social opposition, limiting effective challenge; and (3) a permissive international context characterized by weakened democratic pressure and absent enforcement mechanisms, which failed to constrain the ruling coalition as it had in previous crises. Employing a mixed-methods approach, this study integrates quantitative data from V-Dem and the Observatory for Democracy and Governance at PUCP with qualitative insights from investigative journalism and participatory observation. The article contributes to the study of failed resistance movements by highlighting how these combined forms of autocratization constrain opposition actors in distinct ways.",PENDIENTE_ADJUNTAR,,PENDIENTE,,,,,,,,,,,PENDIENTE,,ALTA
R000361,Supermajority rules in constitutional courts and democratic backsliding: a comparative analysis,Rivera León M.A.,2026,International Journal of Human Rights,10.1080/13642987.2026.2711681,https://api.elsevier.com/content/abstract/scopus_id/105046706794,scopus,module_A_en,"Recent scholarship has examined supermajority rules in constitutional courts as mechanisms to supplement deference and address the counter-majoritarian difficulty. Critics have raised several objections, such as that supermajority rules may weaken judicial capacity to resist democratic backsliding. This article compares the role of supermajority rules in democratic backsliding in all identified jurisdictions that had functional supermajority models and experienced significant episodes of democratic backsliding related to supermajority rules, namely Mexico (2024), the Philippines (1973), and Peru (1997). The article concludes that in the three cases examined jurisdictions, two critical features mediated the relationship between supermajority rules and democratic backsliding: prior episodes of highly partisan judicial appointments – typically unilateral or non-plural – and moments of acute constitutional crisis, which encouraged would-be autocrats to allow judicial scrutiny of illiberal reforms based on a strategic calculation of judicial outcomes, and the existence of other possible routes to push forward said policies. These features suggest that the effects attributed to supermajority rules in these three jurisdictions cannot be independently assessed from other institutional conditions, and doing so may lead to overestimating the weight that supermajority rules played in the backsliding episodes, while overlooking other institutional vulnerabilities that may be equally or more consequential.",PENDIENTE_ADJUNTAR,,PENDIENTE,,,,,,,,,,,PENDIENTE,,ALTA
R000364,The Power and Perils of Participatory Democracy: Participatory Budgeting and Democracy in Peru,Abbott J.,2026,Power and Perils of Participatory Democracy Participatory Budgeting and Democracy in Peru,10.1093/9780198948735.001.0001,https://api.elsevier.com/content/abstract/scopus_id/105035037406,scopus,module_A_en,"Abstract The book explores participatory democratic institutions’ effect on the quality of democracy and, in turn, how citizens feel about the state of democracy. It tests their effects using data from Peru, a country that simultaneously has one of the most successful participatory democratic systems in the world and one of the most fragile democracies in Latin America. Part One evaluates participatory institutions’ (PIs) potential for improving three aspects of the quality of democracy: accountability, participation, and responsiveness. It demonstrates that participatory institutions can improve several aspects of democracy in this unlikely case, then explains the power of PIs as the result of information sharing that takes place over time due to a legal framework that is implemented by the Ministry of Economy and Finance. Part Two of the book examines the inherent paradox of a nation with widespread PIs in subnational governments and weak national democratic system. A range of implementation failures and design flaws, in addition to several larger structural political and social factors, have substantially muted, if not negated PIs’ utility as a tool for strengthening Peruvian democracy at the national level. The book employs original quantitative and qualitative data that have been gathered over twenty years to undertake the first mixed-method, longitudinal analysis of government-mandated PIs in a country that has carried out the process across all subnational governments over a sustained period. As such, the book makes many contributions to our understanding of local government, local development, participatory democracy, citizen engagement, and the quality of democracy.",PENDIENTE_ADJUNTAR,,PENDIENTE,,,,,,,,,,,PENDIENTE,,ALTA
R000418,Asylum seekers’ response to political risk in their countries of origin: New evidence for asylum inflows to the OECD,Nowak-Lehmann F.,2026,Migration Studies,10.1093/migration/mnag032,https://api.elsevier.com/content/abstract/scopus_id/105043862811,scopus,module_B_en,"Abstract This paper quantifies the importance of political push factors as drivers of asylum migration for a global sample of 84 origin and 31 OECD destination countries over the period 2000–2023. Political push factors include political terror, civil liberties, political rights, and broader political risk factors. We estimate a gravity model using a Poisson pseudo maximum likelihood estimator with high-dimensional fixed effects, controlling for asylum recognition rates, per capita income ratios, migrant networks, and development aid flows. To address potential endogeneity in political conditions, a control function approach is implemented, which provides evidence that the political variables can be treated as exogenous in this setting. The main results show that political risk factors as a whole play an important role in explaining asylum applications throughout the entire sample period. Government stability is a robust determinant throughout the entire period, whereas internal conflict only becomes relevant in the latter subperiod (2012–2023). No significant effect of political terror on asylum applications is found throughout the sample. Some heterogeneity arises across groups of countries of origin. Overall political risk is most strongly associated with asylum migration from Latin America. No systematic effects are found for Eastern Europe, the Middle East and North Africa (MENA), Sub-Saharan Africa, East Asia, or South Asia. Internal conflicts matter for MENA countries, while ethnic tensions are particularly relevant for Eastern Europe.",PENDIENTE_ADJUNTAR,,PENDIENTE,,,,,,,,,,,PENDIENTE,,ALTA
R000432,The Override of Presidential Vetoes by the Peruvian Congress: Using Comparative Law to Derive a Proposal for Solving a Domestic Problem,Fuentes J.A.,2026,International Journal of Legal Information,10.1515/ijli-2026-0001,https://api.elsevier.com/content/abstract/scopus_id/105038644144,scopus,module_B_en,"Abstract A healthy democracy depends on a balanced relationship between the executive, legislative, and judicial branches. When this balance is lost, political instability often follows. Peru’s recent history shows how weakened checks and balances can undermine democratic governance. Since the return to democracy in 2000, Congress has repeatedly removed presidents from office and has overridden presidential vetoes. These actions challenge the idea that Peru’s political system is dominated by a strong executive and instead reveal the growing power of Congress. This article examines one key congressional tool: the ability to override a presidential veto through a process known as approval by insistence. Originally designed as an exceptional measure, this mechanism has increasingly been used as a regular political strategy, even when the Executive raises serious technical or constitutional objections. The result has been poorly designed legislation, a weaker separation of powers, and greater political instability. Using comparative examples from the United States (US) and Latin American countries such as Argentina, Brazil, and Costa Rica, this article explores possible reforms to limit the abuse of this power, with the goal of helping to restore balance within Peru’s democratic system.",PENDIENTE_ADJUNTAR,,PENDIENTE,,,,,,,,,,,PENDIENTE,,ALTA
R000438,Assessing Democratic Resilience in Latin America's AI Era: A Diagnostic Framework for Electoral Integrity Preparedness,Rico Fontalvo H.,2026,Representation,10.1080/00344893.2026.2614612,https://api.elsevier.com/content/abstract/scopus_id/105028116489,scopus,module_B_en,"This study develops the first systematic diagnostic framework for assessing electoral integrity resilience against AI-enabled manipulation in Latin America. Drawing on institutional theory and comparative democratisation literature, the analysis examines six countries to assess how institutional capacity and AI regulatory preparedness shape electoral integrity maintenance. Using data from the Electoral Integrity Project, Freedom House, V-Dem, and World Bank indicators, the framework demonstrates that institutional strength emerges as the most critical protective factor. Uruguay and Chile show strongest preparedness through robust democratic institutions, while Argentina and Mexico face elevated vulnerabilities combining weak institutions with limited regulatory frameworks.",PENDIENTE_ADJUNTAR,,PENDIENTE,,,,,,,,,,,PENDIENTE,,ALTA
R000518,"Opening or foreclosing futures? A longitudinal analysis of European bioeconomy foresight (SCAR, 2007–2020)",Vastenaekels J.,2026,European Journal of Futures Research,10.1186/s40309-026-00274-y,https://api.elsevier.com/content/abstract/scopus_id/105040913650,scopus,module_D_en,"Abstract Foresight exercises are often presented as tools for opening the imagination. This article asks how institutional foresight simultaneously broadens the discursive horizon and narrows down the futures it claims to explore. Analysing the complete series of Standing Committee on Agricultural Research (SCAR) foresight reports (2007–2020), the study develops a capture–flight lens, adapted from Deleuzo–Guattarian process philosophy, to trace closure, openings, and silences across thirteen years of European bioeconomy foresight. The analysis traces how the apparatus of capture structures the field of possibility through problem framings, actor configurations, and evaluative metrics. Lines of flight—including the sufficiency narrative, agroecology, and short food chains—emerge within the reports but are recurrently recaptured through semantic translation, institutional absorption, and scalar reframing. Silences, including food sovereignty and commons-based governance, mark the boundaries of the thinkable; degrowth occupies a boundary position, its diagnostic language absorbed while its political programme remained foreclosed. The longitudinal design traces an adaptive apparatus: successive exercises incorporated new sustainability discourses while preserving a growth-oriented trajectory. The article contributes an analytical framework for critical futures research with implications for reflexive foresight design.",PENDIENTE_ADJUNTAR,,PENDIENTE,,,,,,,,,,,PENDIENTE,,ALTA
R000519,Bridging foresight and transition theory: policy mixes for transforming Europe’s food systems,Lorenz U.,2026,European Journal of Futures Research,10.1186/s40309-026-00284-w,https://api.elsevier.com/content/abstract/scopus_id/105046460366,scopus,module_D_en,"Abstract European food systems are central drivers of environmental degradation and diet-related health issues, while remaining highly vulnerable to climate, geopolitical, and economic shocks. Against this backdrop of polycrisis and governance complexity, this article develops and tests a framework for designing coherent policy mixes for food system transformation in Europe. Building on four European Environment Agency imaginaries for a sustainable Europe in 2050, the framework integrates participatory foresight methods, the X‑curve transition model and morphological analysis with consistency assessment. It addresses three questions: (1) how participatory foresight tools and transition research frameworks can be combined into a replicable methodology for developing internally coherent policy‑mixes; (2) which configurations of food governance policies are internally consistent and how they differ in their underlying governance philosophies and transformative implications; and (3) how these configurations compare with the current European food policy framework and where critical governance gaps lie. Two expert workshops and subsequent desk research generated phase‑specific transition measures (pathways), which were clustered into ten governance dimensions and subjected to cross‑consistency assessment. This yielded four stylised policy‑mixes. The analysis shows that existing policies of the European Union (EU) are closest to a Mixed-Approaches logic but lack internal coherence, that incremental reform of Common Agricultural Policy (CAP) is insufficient for transformation, and that just‑transition governance remains underdeveloped. Methodologically, the study’s main innovation lies in combining temporal sequencing (X‑curve) with static cross‑consistency analysis, thereby operationalising both sequencing and structural coherence in policy‑mix design, leading to what we call policy-mix pathways. However, the creation of fully sequenced roadmaps would be part of subsequent research.",PENDIENTE_ADJUNTAR,,PENDIENTE,,,,,,,,,,,PENDIENTE,,ALTA
R000535,Elite cohesion and policy consensus: Technocrats and politicians in Chile and Uruguay’s economic policy networks (2003–2012),Garrido-Vergara L.,2026,International Journal of Comparative Sociology,10.1177/00207152251358850,https://api.elsevier.com/content/abstract/scopus_id/105024680025,scopus,module_D_es,"This article examines how elite cohesion in economic policymaking is achieved through different configurations of knowledge and political power. Comparing Chile’s technocratic democracy and Uruguay’s more participatory but less technocratic model, the study analyzes policy networks during the 2008 subprime mortgage crisis, using cohesive blocking analysis and exponential random graph models (ERGMs). The findings reveal that both technocratic expertise and political ties can foster effective policymaking consensus, depending on the institutional context. By challenging the dominant assumption that technocratic networks are uniquely suited to building consensus, this study advances a broader theoretical understanding of how different forms of elite capital contribute to policymaking cohesion in Latin America.",PENDIENTE_ADJUNTAR,,PENDIENTE,,,,,,,,,,,PENDIENTE,,ALTA
