sample_id,Proceso electoral y pluralismo,Funcionamiento del gobierno,Participación política,Cultura política,Libertades civiles,overall_score,data_status
159,8.840606596744523,6.013188007893204,4.952791454056231,3.1237866602635247,6.469627281042518,5.880000000000001,modeled_latent_ensemble
160,8.968086211288165,6.140231654589794,5.00242935271745,2.9618487261491215,6.327404055255471,5.880000000000001,modeled_latent_ensemble
161,8.937131200313152,5.9653262913630565,5.336694437800354,2.8177091939270507,6.343138876596388,5.880000000000001,modeled_latent_ensemble
162,8.86704891730895,6.128070283852572,5.210655661644541,2.79277852100177,6.4014466161921675,5.88,modeled_latent_ensemble
163,8.949172870626217,6.042939585085797,5.232351911677033,2.698489311548818,6.4770463210621365,5.880000000000001,modeled_latent_ensemble
164,8.747095209670292,5.934232458216863,4.930871036914807,3.3641969301659396,6.4236043650321,5.88,modeled_latent_ensemble
165,8.887137139938293,6.017558945449004,5.114936765093636,2.8497825941157755,6.530584555403294,5.880000000000001,modeled_latent_ensemble
166,8.915229316117706,6.158814532605513,5.052547620386793,3.004402150713885,6.269006380176103,5.88,modeled_latent_ensemble
167,8.727197812157257,5.860711624034946,5.147003095370563,3.2596800816385527,6.405407386798682,5.88,modeled_latent_ensemble
168,8.788244738281778,5.873827805071851,4.923750214514735,3.2633301529471597,6.550847089184478,5.88,modeled_latent_ensemble
169,8.860329239715298,5.996817896430308,4.856037155091674,3.2368512987195674,6.449964410043154,5.880000000000001,modeled_latent_ensemble
170,8.798918307558495,5.907008808950731,4.8462582491215205,3.2827249330106207,6.565089701358634,5.880000000000001,modeled_latent_ensemble
171,8.934736370771212,6.014535579888764,5.1050707213562125,3.0352039763028396,6.310453351680973,5.880000000000001,modeled_latent_ensemble
172,8.886933056891044,5.914042560959639,4.972137056460734,3.284287667223394,6.342599658465191,5.88,modeled_latent_ensemble
173,8.879052705658369,6.055997943955277,5.039554614825649,2.9545119924759677,6.470882743084739,5.880000000000001,modeled_latent_ensemble
174,8.843768071037504,6.121650525455052,5.0639546365604176,2.959473781006284,6.411152985940743,5.88,modeled_latent_ensemble
175,8.785883461347732,6.117499710239411,5.136642006325437,2.8200949083325413,6.53987991375488,5.880000000000001,modeled_latent_ensemble
